danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,263787.0,4.0
0.754,0.449,-14.013,0.0615,0.724,0.0,0.162,0.973,82.751,211880.0,4.0
0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533.0,4.0
0.531,0.542,-7.721,0.0432,0.356,0.0,0.119,0.726,171.878,200200.0,4.0
0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,0.684,161.905,206000.0,4.0
0.23,0.492,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613.0,4.0
0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739.0,4.0
0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,219043.0,4.0
0.669,0.747,-7.108,0.0428,0.141,0.0,0.185,0.483,122.531,242440.0,4.0
0.564,0.737,-4.079,0.0414,0.0175,0.0,0.054,0.211,104.764,220573.0,4.0
0.628,0.737,-4.437,0.041,0.0625,0.0,0.0777,0.592,91.507,185194.0,4.0
0.62,0.807,-5.526,0.032,0.00496,0.00243,0.162,0.529,75.979,195320.0,4.0
0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,0.506,134.923,238747.0,4.0
0.541,0.812,-3.764,0.0336,0.203,0.0,0.42,0.607,141.056,201627.0,4.0
0.702,0.705,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,213445.0,4.0
0.658,0.814,-6.156,0.0492,0.0401,0.0,0.114,0.318,109.023,227423.0,4.0
0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627.0,4.0
0.573,0.905,-5.954,0.0343,0.0408,0.0,0.113,0.683,135.943,247800.0,4.0
0.571,0.784,-6.396,0.0352,0.0175,0.0,0.19,0.462,105.973,255493.0,4.0
0.432,0.882,-4.441,0.0395,0.00624,0.072,0.312,0.302,139.983,247904.0,4.0
0.513,0.906,-4.151,0.0485,0.000205,4.9e-05,0.204,0.556,147.967,182787.0,4.0
0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894.0,4.0
0.682,0.862,-4.72,0.0377,0.0498,0.0,0.187,0.536,120.054,178587.0,4.0
0.749,0.819,-3.678,0.0599,0.0033,0.0,0.0933,0.38,121.995,200133.0,4.0
0.7,0.701,-3.834,0.161,0.013,0.0,0.461,0.38,93.012,223107.0,4.0
0.648,0.903,-4.397,0.0638,0.0745,0.0,0.135,0.898,110.0,190213.0,4.0
0.692,0.319,-10.27,0.0634,0.636,1.44e-06,0.152,0.368,74.035,281426.0,4.0
0.508,0.911,-3.425,0.0501,0.00176,3.59e-05,0.497,0.553,91.983,294160.0,4.0
0.512,0.373,-11.765,0.0289,0.777,0.501,0.11,0.204,120.059,285000.0,3.0
0.602,0.776,-9.204,0.0311,0.129,0.77,0.193,0.923,129.458,297160.0,4.0
0.608,0.894,-12.356,0.0436,0.0032,0.095,0.315,0.385,120.2,420400.0,4.0
0.526,0.862,-10.078,0.0636,0.108,0.000793,0.697,0.637,150.545,570694.0,4.0
0.803,0.851,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080.0,4.0
0.666,0.641,-5.751,0.0887,0.571,0.0,0.0955,0.738,74.684,201240.0,4.0
0.507,0.0677,-13.766,0.0406,0.978,2.74e-05,0.132,0.355,105.393,181827.0,5.0
0.491,0.194,-11.441,0.0365,0.961,0.0,0.105,0.36,98.475,238067.0,1.0
0.712,0.146,-14.663,0.0603,0.821,0.0,0.0768,0.451,91.578,174707.0,4.0
0.475,0.0588,-17.464,0.0418,0.89,0.0238,0.129,0.241,115.642,206360.0,4.0
0.692,0.836,-6.433,0.0517,0.162,0.0,0.0905,0.953,174.493,222400.0,4.0
0.823,0.778,-12.313,0.0475,0.331,0.0,0.0799,0.862,121.033,208173.0,4.0
0.816,0.791,-4.21,0.0372,0.0353,0.000345,0.17,0.963,128.521,200493.0,4.0
0.648,0.751,-8.582,0.0806,0.0182,0.000401,0.0418,0.863,100.437,244827.0,4.0
0.608,0.297,-9.815,0.369,0.882,0.0,0.103,0.966,206.567,201160.0,4.0
0.754,0.143,-16.507,0.0609,0.889,0.0,0.168,0.805,134.356,169627.0,4.0
0.59,0.929,-3.236,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467.0,4.0
0.692,0.373,-12.201,0.027,0.909,4.35e-06,0.116,0.782,144.591,146080.0,4.0
0.744,0.298,-10.521,0.0531,0.604,0.276,0.0453,0.822,154.886,152533.0,4.0
0.488,0.651,-7.829,0.0355,0.0435,2.69e-06,0.153,0.684,116.758,212933.0,4.0
0.568,0.121,-14.725,0.0555,0.987,0.0545,0.0887,0.431,130.16,194247.0,4.0
0.536,0.0995,-17.742,0.0668,0.991,0.000779,0.103,0.349,90.826,185093.0,4.0
0.427,0.0992,-16.6,0.0389,0.994,1.23e-05,0.164,0.302,82.175,201267.0,4.0
0.457,0.125,-19.345,0.0351,0.993,0.002,0.11,0.477,105.246,168493.0,4.0
0.532,0.197,-14.752,0.0459,0.986,0.000623,0.112,0.369,94.519,173027.0,4.0
0.396,0.121,-19.266,0.0442,0.969,9.01e-05,0.262,0.253,83.898,191667.0,4.0
0.654,0.452,-9.709,0.03,0.835,2.89e-05,0.16,0.691,106.662,259307.0,3.0
0.726,0.474,-7.834,0.0491,0.803,0.0,0.258,0.57,116.027,235733.0,4.0
0.306,0.117,-18.713,0.0322,0.84,0.00527,0.121,0.142,74.319,207440.0,4.0
0.694,0.211,-15.276,0.0579,0.971,0.00102,0.154,0.416,146.422,174867.0,3.0
0.535,0.24,-15.198,0.085,0.92,0.0,0.111,0.49,128.547,153867.0,4.0
0.549,0.169,-13.433,0.0779,0.918,0.0,0.159,0.36,79.318,187693.0,4.0
0.735,0.122,-11.4,0.0636,0.844,0.0,0.107,0.367,87.925,184493.0,4.0
0.376,0.0696,-19.733,0.0299,0.992,0.76,0.101,0.208,92.235,184827.0,4.0
0.632,0.134,-17.029,0.0532,0.985,0.00126,0.285,0.618,89.088,180930.0,4.0
0.702,0.226,-13.417,0.0457,0.98,0.00102,0.0653,0.881,92.42,200067.0,4.0
0.644,0.156,-16.529,0.0329,0.532,0.0,0.105,0.744,113.96,171427.0,4.0
0.68,0.258,-11.995,0.0554,0.627,0.0,0.293,0.781,132.056,147293.0,4.0
0.221,0.253,-14.614,0.0279,0.75,3.71e-05,0.167,0.188,94.143,157733.0,4.0
0.806,0.191,-9.527,0.0517,0.819,0.0,0.0579,0.551,109.802,162680.0,4.0
0.718,0.665,-10.369,0.101,0.917,0.000675,0.11,0.751,79.725,159000.0,4.0
0.605,0.544,-11.37,0.0682,0.823,0.00579,0.338,0.797,115.779,163627.0,4.0
0.232,0.216,-10.674,0.0314,0.936,4.93e-06,0.246,0.432,94.268,157573.0,3.0
0.426,0.0823,-16.24,0.0324,0.986,0.0787,0.204,0.3,92.165,165698.0,4.0
0.644,0.834,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,215547.0,4.0
0.552,0.957,-5.0,0.108,0.455,0.000161,0.0665,0.533,136.975,141493.0,4.0
0.372,0.962,-2.977,0.0747,8.83e-06,0.905,0.361,0.49,159.954,237453.0,4.0
0.318,0.958,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200.0,4.0
0.574,0.338,-11.376,0.042,0.845,0.0,0.165,0.493,67.008,199093.0,4.0
0.343,0.128,-14.76,0.054,0.863,5.06e-06,0.161,0.264,75.564,182427.0,4.0
0.723,0.285,-12.78,0.323,0.637,0.0,0.102,0.885,76.871,180733.0,4.0
0.465,0.277,-10.191,0.105,0.883,0.0,0.465,0.568,159.202,223853.0,4.0
0.383,0.221,-15.761,0.0349,0.87,5.21e-05,0.166,0.494,135.68,256160.0,4.0
0.632,0.605,-11.519,0.0997,0.682,2.13e-05,0.506,0.699,78.898,198067.0,4.0
0.444,0.42,-9.85,0.0495,0.723,3.77e-05,0.123,0.507,105.751,254440.0,4.0
0.577,0.306,-11.559,0.0427,0.383,0.0,0.18,0.568,125.166,177400.0,4.0
0.384,0.841,-5.646,0.119,0.264,0.000271,0.281,0.792,188.097,229187.0,4.0
0.848,0.666,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662,251573.0,4.0
0.889,0.462,-8.768,0.0356,0.0379,0.00236,0.0356,0.966,110.586,307173.0,4.0
0.69,0.524,-8.39,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080.0,4.0
0.846,0.888,-8.74,0.0618,0.00152,0.582,0.0992,0.833,123.028,301240.0,4.0
0.461,0.828,-10.413,0.0424,0.2,0.000301,0.808,0.619,130.354,295560.0,4.0
0.541,0.921,-6.861,0.0354,9.73e-05,0.103,0.0967,0.387,115.014,228933.0,4.0
0.464,0.842,-4.077,0.0405,0.00035,0.0196,0.111,0.281,142.126,240400.0,4.0
0.663,0.753,-7.061,0.0381,0.175,0.0,0.105,0.483,94.061,240067.0,4.0
0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,4.0
0.533,0.909,-3.922,0.0351,0.00523,5.49e-06,0.337,0.545,123.425,243787.0,4.0
0.774,0.787,-6.109,0.0555,0.227,0.00234,0.124,0.956,103.69,220386.0,4.0
0.559,0.725,-8.631,0.0426,0.000365,0.553,0.112,0.501,90.012,373307.0,4.0
0.495,0.917,-3.142,0.116,0.0725,0.0,0.192,0.515,95.153,217690.0,4.0
0.595,0.87,-3.969,0.0839,0.121,0.0,0.185,0.745,90.079,221348.0,4.0
0.455,0.898,-3.676,0.196,0.0797,0.0,0.156,0.65,168.097,179549.0,4.0
0.538,0.856,-5.024,0.0637,0.00882,0.0,0.41,0.272,121.009,170856.0,4.0
0.37,0.933,-4.173,0.432,0.0173,9.14e-05,0.345,0.425,143.052,226659.0,4.0
0.306,0.93,-1.696,0.118,0.113,3.83e-06,0.289,0.389,167.149,170680.0,4.0
0.383,0.852,-3.713,0.058,0.0612,0.0,0.104,0.35,164.027,227136.0,4.0
0.389,0.875,-3.65,0.113,0.00141,0.0,0.356,0.242,140.241,273561.0,4.0
0.569,0.64,-9.638,0.0382,0.0394,1.89e-05,0.128,0.0964,96.987,232433.0,4.0
0.564,0.863,-4.366,0.0475,0.000582,0.0,0.374,0.513,118.105,196995.0,4.0
0.341,0.739,-3.189,0.0614,0.0919,1.02e-05,0.0881,0.281,148.923,170477.0,4.0
0.419,0.906,-4.464,0.0448,0.0037,0.00139,0.13,0.337,174.062,181907.0,4.0
0.473,0.892,-3.577,0.0408,0.000176,0.0,0.148,0.416,128.93,213893.0,4.0
0.504,0.871,-4.154,0.0356,0.0116,2.04e-06,0.204,0.379,133.021,220840.0,4.0
0.508,0.857,-5.182,0.0383,0.00116,3.62e-05,0.0992,0.316,125.95,214733.0,4.0
0.451,0.97,-2.924,0.0821,0.000123,0.0,0.299,0.385,121.0,199093.0,3.0
0.448,0.948,-3.903,0.039,8.94e-05,0.000373,0.073,0.331,152.054,224427.0,4.0
0.428,0.934,-4.186,0.0436,0.000268,0.0,0.145,0.262,140.058,220160.0,4.0
0.443,0.994,-3.059,0.115,4.65e-05,0.0,0.441,0.224,123.003,163080.0,3.0
0.359,0.862,-4.172,0.0369,0.00288,0.131,0.253,0.288,166.177,214173.0,4.0
0.45,0.577,-7.787,0.035,0.138,9.56e-06,0.153,0.588,118.964,159907.0,4.0
0.681,0.817,-5.532,0.0303,0.154,0.0,0.143,0.486,123.488,143947.0,4.0
0.508,0.877,-5.416,0.0275,0.0217,5.07e-05,0.124,0.444,149.015,217947.0,4.0
0.595,0.544,-7.625,0.0262,0.073,0.0,0.0858,0.209,134.132,149547.0,4.0
0.453,0.587,-8.035,0.0327,0.0428,0.0,0.119,0.455,129.924,235253.0,4.0
0.382,0.302,-10.862,0.0331,0.0285,0.000145,0.111,0.256,135.076,267840.0,4.0
0.581,0.886,-4.793,0.0331,0.0113,0.0,0.359,0.395,96.992,183187.0,4.0
0.417,0.973,-3.746,0.103,0.000177,0.0,0.354,0.472,156.041,184920.0,3.0
0.371,0.862,-4.729,0.0529,0.000871,0.0,0.216,0.329,158.972,173613.0,4.0
0.469,0.922,-3.574,0.062,0.000273,2.15e-05,0.351,0.287,136.994,174440.0,4.0
0.481,0.936,-4.164,0.0587,0.00323,0.000107,0.186,0.426,148.174,199933.0,4.0
0.569,0.951,-4.694,0.0661,0.023,0.0,0.38,0.0777,127.065,166880.0,4.0
0.507,0.932,-4.823,0.056,0.00765,0.000235,0.364,0.212,112.031,226520.0,3.0
0.407,0.849,-5.406,0.0523,0.00455,0.0,0.723,0.476,150.027,194960.0,3.0
0.413,0.962,-4.91,0.0671,0.00298,0.00868,0.227,0.183,144.923,249120.0,4.0
0.344,0.761,-4.393,0.0316,0.0142,0.0,0.3,0.161,172.092,186840.0,4.0
0.493,0.787,-5.357,0.0434,0.0621,0.0,0.0935,0.281,137.034,204107.0,4.0
0.47,0.914,-4.804,0.0623,0.0239,0.0,0.315,0.336,146.135,182853.0,3.0
0.449,0.891,-5.1,0.0544,0.00505,0.0,0.305,0.173,146.044,258400.0,4.0
0.497,0.73,-5.639,0.0293,0.0358,0.00112,0.119,0.0761,95.028,262120.0,4.0
0.423,0.96,-3.972,0.159,0.000406,1.2e-06,0.0816,0.357,146.037,169440.0,4.0
0.478,0.83,-3.562,0.0384,0.0149,0.0,0.333,0.354,140.355,165973.0,3.0
0.508,0.977,-2.696,0.139,0.00647,0.000104,0.351,0.405,139.978,163760.0,3.0
0.428,0.933,-4.25,0.0458,0.00484,0.0,0.139,0.77,166.023,200067.0,4.0
0.398,0.616,-5.241,0.0306,0.0179,0.0,0.116,0.21,160.01,167827.0,3.0
0.481,0.965,-4.197,0.0635,0.00196,2.08e-06,0.608,0.654,91.052,149893.0,4.0
0.246,0.754,-5.674,0.0482,0.00244,0.0,0.119,0.184,174.118,290733.0,4.0
0.624,0.945,-3.109,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200.0,4.0
0.634,0.887,-10.694,0.0418,0.00137,0.00329,0.0583,0.582,121.685,330867.0,4.0
0.8,0.603,-6.648,0.0332,0.652,0.47,0.188,0.92,103.984,170453.0,4.0
0.707,0.726,-3.515,0.0279,0.0315,0.000221,0.359,0.809,112.026,189280.0,4.0
0.691,0.522,-6.387,0.0288,0.149,0.000485,0.0685,0.361,127.004,275480.0,4.0
0.46,0.874,-3.299,0.0298,9.89e-05,0.231,0.0405,0.0699,110.146,230333.0,4.0
0.279,0.802,-6.225,0.0543,0.000118,0.52,0.0561,0.321,176.075,232720.0,4.0
0.419,0.814,-5.738,0.402,0.454,0.00177,0.527,0.345,132.638,244840.0,4.0
0.496,0.94,-5.087,0.0406,1.87e-05,0.736,0.085,0.628,124.232,237307.0,4.0
0.502,0.85,-3.885,0.0407,0.00174,0.00899,0.164,0.195,130.057,250040.0,4.0
0.439,0.422,-17.227,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,236933.0,4.0
0.507,0.605,-7.954,0.0298,7.15e-05,2.12e-06,0.0871,0.232,93.898,272360.0,4.0
0.556,0.734,-6.337,0.0398,8.01e-06,0.00102,0.32,0.335,134.949,220933.0,4.0
0.609,0.95,-4.898,0.116,0.00423,0.06,0.0433,0.771,144.017,222773.0,4.0
0.285,0.95,-3.83,0.245,0.000187,0.000587,0.11,0.182,114.045,212440.0,4.0
0.602,0.805,-5.933,0.0316,0.0957,0.0032,0.151,0.435,111.997,284787.0,4.0
0.354,0.964,-1.822,0.0973,5.08e-05,0.203,0.326,0.526,113.079,240200.0,4.0
0.393,0.708,-2.967,0.0304,0.00416,0.0547,0.455,0.477,145.986,239560.0,4.0
0.661,0.646,-7.272,0.0391,0.188,2.29e-06,0.2,0.609,93.032,245800.0,4.0
0.374,0.456,-7.35,0.0368,0.104,0.000176,0.197,0.0763,135.643,436440.0,4.0
0.546,0.907,-4.117,0.09,0.0135,0.00232,0.169,0.654,173.178,212400.0,4.0
0.454,0.854,-4.865,0.0364,6.02e-05,0.000524,0.281,0.537,157.824,229692.0,4.0
0.678,0.363,-10.9,0.0318,0.872,0.000101,0.0798,0.543,75.004,199787.0,5.0
0.445,0.834,-4.384,0.0331,0.000282,0.507,0.202,0.0648,107.022,290493.0,4.0
0.871,0.82,-4.42,0.0647,0.0932,0.0,0.113,0.838,114.007,290520.0,4.0
0.426,0.881,-3.458,0.0403,0.0011,0.00279,0.124,0.384,140.004,286533.0,4.0
0.597,0.86,-3.959,0.205,0.0588,0.0,0.266,0.759,187.338,206760.0,4.0
0.606,0.589,-9.163,0.0529,0.147,0.0298,0.193,0.535,180.976,277533.0,4.0
0.405,0.802,-2.848,0.034,0.00125,0.135,0.13,0.187,120.038,252893.0,4.0
0.835,0.622,-8.036,0.0312,0.0702,0.00511,0.1,0.783,99.534,235560.0,4.0
0.842,0.384,-11.384,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013.0,4.0
0.712,0.969,-1.503,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627.0,4.0
0.424,0.632,-7.243,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533.0,4.0
0.676,0.397,-9.777,0.029,0.157,5.6e-05,0.11,0.252,136.029,234107.0,4.0
0.762,0.697,-3.657,0.0463,0.0688,7.52e-05,0.269,0.705,123.033,203307.0,4.0
0.549,0.99,-4.358,0.0752,3.78e-05,0.000837,0.343,0.493,124.075,206893.0,4.0
0.54,0.802,-6.118,0.0269,0.071,0.000942,0.227,0.568,95.056,229667.0,4.0
0.548,0.954,-4.008,0.0806,5.49e-05,0.000137,0.245,0.488,130.086,205720.0,4.0
0.52,0.854,-4.444,0.0315,8.77e-05,0.0329,0.185,0.67,104.211,235160.0,4.0
0.51,0.802,-5.583,0.0413,0.155,0.0,0.0781,0.264,169.966,264253.0,4.0
0.466,0.869,-3.993,0.0554,3.76e-05,6.6e-05,0.0475,0.25,150.029,215907.0,4.0
0.506,0.724,-7.086,0.0281,0.000114,0.628,0.151,0.0697,102.037,243107.0,4.0
0.689,0.844,-5.519,0.0348,0.0963,0.00852,0.0621,0.772,129.973,225040.0,4.0
0.578,0.94,-5.273,0.137,0.000224,0.00623,0.699,0.246,130.134,246667.0,4.0
0.483,0.953,-5.051,0.178,0.000122,0.754,0.462,0.251,170.023,336493.0,4.0
0.708,0.583,-7.018,0.0262,0.191,1.54e-05,0.0883,0.38,113.12,241760.0,4.0
0.544,0.459,-8.821,0.0264,0.264,0.16,0.179,0.195,129.058,235747.0,3.0
0.241,0.824,-2.785,0.0479,0.00124,5.83e-06,0.0955,0.2,83.663,292400.0,4.0
0.486,0.961,-3.208,0.0536,0.000171,0.25,0.311,0.604,140.055,211973.0,4.0
0.597,0.672,-6.15,0.0356,3.65e-05,0.0455,0.372,0.265,130.038,237960.0,4.0
0.791,0.844,-2.435,0.0365,0.131,1.18e-05,0.0347,0.789,109.606,286760.0,4.0
0.434,0.529,-5.138,0.0291,0.0125,0.0,0.113,0.0889,130.92,223280.0,4.0
0.396,0.803,-6.186,0.0487,0.0334,0.0,0.0688,0.286,116.705,304200.0,3.0
0.364,0.781,-4.4,0.0975,0.114,0.000245,0.732,0.338,169.036,375867.0,3.0
0.595,0.476,-8.668,0.0231,0.311,0.00142,0.087,0.375,90.775,292600.0,4.0
0.562,0.886,-2.448,0.0367,0.00759,0.0,0.312,0.636,86.999,185413.0,4.0
0.517,0.808,-4.519,0.0262,0.0769,0.0,0.298,0.52,85.052,230960.0,4.0
0.353,0.845,-3.932,0.0721,0.00198,0.0,0.108,0.323,172.082,261373.0,4.0
0.597,0.986,-2.969,0.13,0.0113,0.000308,0.274,0.857,150.018,188160.0,4.0
0.637,0.95,-4.4,0.109,0.00104,7.35e-06,0.288,0.511,142.018,200067.0,4.0
0.436,0.947,-3.308,0.0724,0.000104,0.143,0.336,0.367,142.068,255200.0,4.0
0.36,0.905,-3.808,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,267973.0,4.0
0.517,0.596,-6.781,0.0292,3.27e-05,0.00191,0.0959,0.0945,110.021,201907.0,4.0
0.691,0.573,-12.651,0.0755,0.231,6.32e-05,0.716,0.687,131.817,202293.0,4.0
0.452,0.885,-2.29,0.045,0.00618,7.69e-05,0.135,0.593,106.102,217667.0,4.0
0.639,0.37,-10.883,0.0723,0.504,0.587,0.117,0.707,80.152,293200.0,4.0
0.532,0.433,-9.423,0.0278,0.0942,0.0121,0.142,0.0395,140.666,331133.0,4.0
0.596,0.825,-5.407,0.0368,0.0455,0.00118,0.108,0.426,101.993,254867.0,4.0
0.383,0.888,-4.611,0.0817,0.000894,8.58e-06,0.089,0.387,180.079,268067.0,4.0
0.503,0.715,-6.463,0.0258,3.92e-06,0.833,0.141,0.183,103.98,221093.0,4.0
0.439,0.874,-4.165,0.0299,0.00571,0.0,0.176,0.527,150.036,207240.0,4.0
0.703,0.883,-5.603,0.144,0.115,1.52e-05,0.45,0.908,163.986,147880.0,4.0
0.284,0.528,-6.838,0.0307,0.0048,0.0191,0.113,0.116,106.616,218907.0,4.0
0.394,0.615,-7.069,0.0308,0.000917,0.00556,0.101,0.232,90.004,239733.0,4.0
0.338,0.49,-7.634,0.0341,0.257,3.34e-06,0.241,0.341,138.165,218787.0,4.0
0.474,0.928,-5.681,0.0471,5.83e-05,0.0136,0.0849,0.306,142.999,242027.0,4.0
0.539,0.698,-8.287,0.0293,0.000366,0.000145,0.308,0.515,129.999,202720.0,4.0
0.515,0.64,-9.799,0.0426,0.775,0.0562,0.112,0.314,111.157,272200.0,4.0
0.784,0.882,-3.646,0.0451,0.0377,0.0,0.65,0.699,120.017,189870.0,4.0
0.526,0.873,-5.28,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,378360.0,4.0
0.735,0.791,-4.481,0.0754,0.00228,0.000109,0.133,0.903,131.982,228467.0,4.0
0.492,0.646,-5.334,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933.0,4.0
0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,255360.0,4.0
0.777,0.897,-3.744,0.0304,0.0279,7.28e-06,0.146,0.798,129.971,199400.0,4.0
0.562,0.904,-4.947,0.0807,0.00302,0.0,0.0433,0.651,94.481,158667.0,4.0
0.498,0.685,-11.795,0.0394,0.00971,0.775,0.365,0.765,112.49,215573.0,4.0
0.647,0.973,-5.059,0.0766,0.0369,0.0,0.0507,0.344,149.055,221653.0,4.0
0.648,0.854,-11.248,0.0377,0.0286,0.0176,0.818,0.724,128.038,365107.0,4.0
0.258,0.585,-6.969,0.0403,0.502,0.00117,0.289,0.442,155.103,167600.0,3.0
0.778,0.597,-6.628,0.105,0.3,1.5e-06,0.126,0.56,90.04,467152.0,4.0
0.615,0.472,-6.073,0.0267,0.325,0.0,0.115,0.327,80.072,210507.0,4.0
0.694,0.712,-3.923,0.046,0.133,0.0,0.211,0.799,98.022,201122.0,4.0
0.579,0.865,-4.692,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600.0,4.0
0.682,0.592,-7.033,0.281,0.169,5.49e-06,0.136,0.5,186.041,230467.0,4.0
0.447,0.568,-9.172,0.0423,0.473,0.00028,0.0824,0.309,117.561,218188.0,4.0
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920.0,4.0
0.591,0.907,-5.648,0.0837,0.0675,0.0,0.0903,0.817,151.961,280093.0,4.0
0.674,0.413,-7.816,0.0274,0.836,1.95e-05,0.098,0.503,124.893,237907.0,3.0
0.179,0.912,-3.881,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,3.0
0.513,0.934,-3.347,0.163,0.0433,0.0,0.832,0.591,169.907,203613.0,4.0
0.567,0.266,-11.217,0.0343,0.73,4.91e-05,0.116,0.236,106.46,181507.0,4.0
0.666,0.668,-7.961,0.0523,0.251,5.77e-06,0.499,0.765,132.666,322549.0,4.0
0.743,0.67,-4.547,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333.0,4.0
0.531,0.597,-9.004,0.0324,0.000403,0.00105,0.063,0.33,110.791,251467.0,3.0
0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,189387.0,4.0
0.532,0.935,-4.798,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960.0,4.0
0.486,0.94,-4.237,0.0605,0.00919,0.0,0.0777,0.42,79.727,205653.0,4.0
0.568,0.605,-7.43,0.0286,0.107,0.0,0.117,0.403,122.041,301133.0,4.0
0.489,0.649,-5.11,0.0336,0.000603,0.713,0.101,0.77,158.009,219827.0,4.0
0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,183440.0,4.0
0.624,0.899,-5.709,0.0296,0.0221,0.000137,0.0975,0.79,104.061,193373.0,4.0
0.63,0.908,-2.42,0.0326,0.0238,0.592,0.116,0.968,120.522,189227.0,4.0
0.362,0.668,-5.975,0.0431,0.035,0.0212,0.219,0.344,113.996,220867.0,4.0
0.684,0.481,-12.59,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000.0,4.0
0.506,0.327,-9.574,0.0286,0.183,0.0,0.11,0.627,169.588,216640.0,4.0
0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267.0,4.0
0.246,0.768,-7.48,0.0387,0.000631,0.301,0.102,0.35,169.873,212733.0,4.0
0.608,0.937,-3.071,0.033,0.0121,0.0403,0.309,0.515,117.304,265960.0,4.0
0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38,201707.0,4.0
0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173.0,4.0
0.48,0.418,-9.622,0.0312,0.505,0.00416,0.11,0.319,132.404,294000.0,4.0
0.719,0.647,-7.229,0.0285,0.203,2.44e-05,0.0962,0.589,125.148,290533.0,3.0
0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,94.605,153467.0,4.0
0.649,0.852,-6.519,0.0307,0.00119,3.32e-05,0.0937,0.288,96.653,218760.0,4.0
0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,196893.0,4.0
0.501,0.933,-3.476,0.198,0.0457,0.0,0.376,0.708,170.13,174867.0,4.0
0.781,0.791,-3.903,0.0468,0.145,0.0,0.127,0.902,76.998,222293.0,4.0
0.581,0.973,-5.682,0.127,7.77e-06,0.661,0.254,0.325,107.604,374467.0,4.0
0.686,0.718,-10.806,0.067,0.000937,0.0511,0.508,0.79,106.376,352733.0,4.0
0.724,0.906,-5.914,0.124,0.0921,0.00039,0.178,0.695,101.739,211960.0,4.0
0.619,0.557,-10.715,0.0351,0.404,0.0,0.181,0.831,116.065,146867.0,4.0
0.857,0.358,-11.79,0.0432,0.293,0.0,0.106,0.521,124.961,150707.0,4.0
0.817,0.585,-4.688,0.0301,0.439,0.0,0.147,0.916,105.014,218440.0,4.0
0.295,0.812,-7.28,0.0973,0.0217,0.0164,0.151,0.174,193.985,295547.0,4.0
0.916,0.571,-8.241,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695.0,4.0
0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956,192000.0,4.0
0.573,0.622,-7.948,0.033,0.0543,1.77e-06,0.295,0.825,81.667,297147.0,4.0
0.642,0.673,-7.154,0.0248,0.0114,0.00156,0.11,0.423,100.004,238093.0,4.0
0.701,0.539,-8.968,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627.0,4.0
0.59,0.802,-4.163,0.0356,0.00226,0.00143,0.0392,0.696,120.051,258133.0,4.0
0.266,0.946,-2.855,0.171,0.00781,2.73e-06,0.26,0.498,168.461,179973.0,4.0
