danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.674,0.89,-4.446,0.0459,0.203,0.0,0.0819,0.737,97.02,216773.0,4.0
0.746,0.754,-6.681,0.067,0.0152,0.0,0.0486,0.764,149.882,206880.0,4.0
0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032,189960.0,4.0
0.682,0.714,-6.306,0.0399,0.074,0.0,0.278,0.581,127.443,214148.0,4.0
0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,177280.0,4.0
0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000.0,4.0
0.645,0.888,-2.667,0.056,0.615,0.0,0.347,0.727,125.025,232960.0,4.0
0.466,0.403,-6.142,0.0337,0.395,0.0,0.111,0.337,119.81,223240.0,4.0
0.551,0.836,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573.0,4.0
0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840.0,4.0
0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453.0,4.0
0.582,0.592,-6.436,0.038,0.0411,0.0,0.14,0.331,107.934,207200.0,4.0
0.68,0.605,-6.804,0.0278,0.0732,0.0,0.0926,0.72,140.056,123809.0,4.0
0.624,0.805,-2.632,0.029,0.0466,0.0,0.328,0.77,123.991,212173.0,4.0
0.551,0.801,-5.069,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760.0,4.0
0.705,0.531,-7.031,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333.0,4.0
0.464,0.813,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977,222533.0,4.0
0.554,0.743,-6.016,0.0287,0.0251,0.0,0.359,0.673,72.997,205733.0,4.0
0.596,0.834,-4.308,0.0474,0.0563,0.0,0.0866,0.618,116.0,205200.0,4.0
0.443,0.817,-3.729,0.0511,0.318,0.0,0.374,0.652,168.1,183413.0,4.0
0.612,0.848,-3.736,0.0368,0.00916,0.0,0.366,0.719,120.996,212893.0,4.0
0.695,0.641,-5.807,0.0261,0.142,0.0,0.131,0.664,101.974,181200.0,4.0
0.554,0.903,-3.152,0.0515,0.0103,0.0,0.107,0.419,112.998,206827.0,4.0
0.555,0.746,-5.522,0.033,0.00825,0.0,0.0796,0.712,75.01,154707.0,4.0
0.552,0.893,-4.593,0.0383,0.0158,0.0,0.105,0.777,163.948,189467.0,4.0
0.498,0.804,-3.995,0.0332,0.125,0.0,0.167,0.697,166.054,191827.0,4.0
0.549,0.622,-5.504,0.0289,0.0438,0.0,0.166,0.555,141.804,193680.0,4.0
0.517,0.652,-6.153,0.0323,0.325,0.0,0.109,0.333,156.07,238954.0,4.0
0.521,0.805,-4.481,0.0289,0.124,0.000219,0.33,0.527,141.967,176987.0,4.0
0.595,0.389,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427.0,4.0
0.548,0.901,-2.637,0.0453,0.2,0.0,0.1,0.557,145.953,206213.0,4.0
0.622,0.763,-6.4,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800.0,4.0
0.683,0.796,-4.179,0.0285,0.111,0.0,0.197,0.531,90.031,201893.0,4.0
0.514,0.918,-4.306,0.0365,0.0409,0.0,0.342,0.64,150.033,226173.0,4.0
0.555,0.722,-6.005,0.034,0.119,0.0,0.0861,0.559,134.058,216960.0,4.0
0.555,0.896,-3.295,0.0388,0.00434,0.0,0.145,0.578,114.995,177067.0,4.0
0.634,0.862,-5.337,0.0376,0.0287,0.0,0.0217,0.767,95.989,227693.0,4.0
0.523,0.725,-5.448,0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,214800.0,4.0
0.614,0.472,-6.626,0.0297,0.158,0.0,0.111,0.168,146.005,225693.0,4.0
0.611,0.8,-5.61,0.0377,0.257,0.0,0.194,0.527,89.974,209280.0,4.0
0.531,0.746,-4.228,0.0329,0.0972,0.0,0.102,0.304,139.788,226307.0,4.0
0.529,0.891,-4.36,0.043,0.0457,0.0,0.0942,0.329,104.031,199747.0,4.0
0.523,0.666,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077,194187.0,4.0
0.532,0.64,-6.684,0.0314,0.344,0.0,0.361,0.308,84.029,212320.0,4.0
0.651,0.782,-4.295,0.0718,0.295,0.0,0.107,0.945,171.987,176893.0,4.0
0.501,0.836,-3.587,0.0491,0.208,0.0,0.152,0.618,159.863,192000.0,4.0
0.652,0.719,-7.251,0.033,0.0353,0.0,0.108,0.24,94.969,197640.0,4.0
0.69,0.781,-5.101,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733.0,4.0
0.575,0.845,-3.838,0.035,0.0282,0.0,0.0814,0.376,127.997,197280.0,4.0
0.502,0.792,-5.473,0.0335,0.304,0.0385,0.143,0.44,155.902,215080.0,4.0
0.652,0.654,-6.69,0.0377,0.252,0.000553,0.117,0.605,120.019,211160.0,4.0
0.491,0.904,-4.324,0.0344,0.0985,0.0,0.183,0.588,150.007,211227.0,4.0
0.747,0.861,-5.251,0.0514,0.113,0.0,0.026,0.859,103.966,190240.0,4.0
0.281,0.58,-5.967,0.0323,0.333,0.0,0.122,0.282,151.568,253933.0,3.0
0.488,0.833,-6.571,0.0437,0.0352,0.0172,0.34,0.751,174.006,236787.0,4.0
0.589,0.809,-5.292,0.0376,0.231,0.0,0.0719,0.496,88.965,194413.0,4.0
0.563,0.688,-4.474,0.0262,0.0763,0.0,0.0863,0.622,108.008,202347.0,4.0
0.617,0.632,-5.381,0.0371,0.0675,0.0,0.108,0.564,151.988,207733.0,4.0
0.549,0.878,-5.066,0.0358,0.106,6.07e-05,0.176,0.44,104.98,190640.0,4.0
0.557,0.886,-5.356,0.0302,0.0377,0.108,0.163,0.545,96.989,335480.0,4.0
0.514,0.951,-3.813,0.0603,0.0951,0.0,0.349,0.838,171.96,192160.0,4.0
0.355,0.48,-7.31,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267.0,3.0
0.625,0.825,-5.758,0.0481,0.0621,0.0,0.0753,0.341,100.004,233827.0,4.0
0.616,0.893,-3.588,0.0375,0.000937,0.0,0.111,0.567,111.959,218947.0,4.0
0.656,0.917,-4.652,0.0495,0.045,0.000732,0.0878,0.961,152.067,181000.0,4.0
0.488,0.744,-4.284,0.131,0.0353,0.0,0.0952,0.59,180.007,165173.0,4.0
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067.0,4.0
0.575,0.728,-5.846,0.032,0.0558,0.0,0.0909,0.242,112.029,243427.0,4.0
0.638,0.441,-9.064,0.0347,0.0422,1.33e-05,0.107,0.473,76.078,214627.0,4.0
0.514,0.836,-3.663,0.0381,0.112,0.0,0.0878,0.501,143.888,263120.0,4.0
0.569,0.638,-6.557,0.0291,0.000547,0.0,0.0848,0.438,144.042,197120.0,4.0
0.563,0.887,-5.013,0.0857,0.0297,0.0,0.352,0.794,158.05,188933.0,4.0
0.638,0.832,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,227893.0,4.0
0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,204013.0,4.0
0.69,0.416,-7.865,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600.0,3.0
0.602,0.873,-2.857,0.0322,0.0383,0.0,0.0932,0.723,137.998,208240.0,4.0
0.589,0.641,-8.12,0.0838,0.205,0.0,0.0864,0.57,160.031,179347.0,4.0
0.423,0.73,-5.566,0.032,0.00495,1.13e-05,0.238,0.66,205.972,254467.0,4.0
0.482,0.739,-5.476,0.0342,0.422,1.87e-05,0.468,0.613,155.932,230832.0,4.0
0.716,0.718,-5.355,0.0293,0.0896,0.0,0.473,0.537,100.934,185707.0,4.0
0.57,0.939,-0.716,0.0789,0.00719,1.08e-06,0.0462,0.801,103.983,227413.0,4.0
0.543,0.81,-4.275,0.0368,0.14,1.23e-05,0.145,0.395,76.978,278613.0,4.0
0.59,0.881,-2.898,0.0349,0.0913,0.0,0.157,0.734,129.928,196240.0,4.0
0.599,0.931,-3.662,0.0517,0.0285,0.0,0.102,0.788,111.012,180302.0,4.0
0.613,0.564,-7.085,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907.0,4.0
0.692,0.809,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387.0,4.0
0.526,0.801,-3.717,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773.0,4.0
0.782,0.589,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,182960.0,4.0
0.52,0.745,-5.391,0.0265,0.0152,0.0,0.123,0.581,76.033,183160.0,4.0
0.482,0.707,-3.127,0.0347,0.263,0.0,0.115,0.238,125.294,228373.0,3.0
0.607,0.536,-7.306,0.0305,0.386,0.0,0.102,0.434,147.986,224853.0,4.0
0.613,0.839,-3.799,0.0352,0.000854,0.0,0.341,0.526,104.975,223627.0,4.0
0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,4.0
0.795,0.608,-5.222,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849.0,4.0
0.775,0.597,-5.666,0.159,0.36,0.0,0.156,0.537,122.069,184909.0,4.0
0.467,0.708,-5.252,0.0842,0.0329,0.0,0.104,0.496,200.001,179000.0,4.0
0.638,0.658,-6.318,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748.0,4.0
0.63,0.303,-9.457,0.0402,0.85,0.0,0.0718,0.527,97.918,191208.0,4.0
0.71,0.563,-8.004,0.0403,0.125,0.0,0.196,0.427,101.931,173925.0,4.0
0.876,0.649,-4.369,0.0691,0.223,0.0,0.332,0.742,95.034,203680.0,4.0
0.715,0.802,-4.647,0.0394,0.139,0.0,0.177,0.327,124.989,197993.0,4.0
0.689,0.52,-10.07,0.0269,0.111,0.0,0.0912,0.609,108.98,192575.0,4.0
0.755,0.751,-4.034,0.0748,0.0635,0.0,0.0812,0.491,102.002,183587.0,4.0
0.572,0.713,-4.826,0.0406,0.0754,0.0,0.226,0.559,89.996,157005.0,4.0
0.51,0.511,-4.555,0.0282,0.707,0.0,0.0875,0.377,115.044,183950.0,4.0
0.658,0.678,-4.407,0.058,0.303,0.0,0.361,0.662,97.976,199111.0,4.0
0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,4.0
0.69,0.656,-4.752,0.0512,0.115,0.0,0.0893,0.808,95.939,164094.0,4.0
0.736,0.449,-7.956,0.0633,0.506,6.63e-05,0.117,0.487,147.971,202280.0,4.0
0.629,0.882,-5.231,0.0449,0.0502,0.000584,0.0971,0.436,105.004,170502.0,4.0
0.677,0.497,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,236853.0,4.0
0.674,0.754,-4.34,0.269,0.208,0.0,0.164,0.57,101.424,180137.0,4.0
0.648,0.667,-5.294,0.065,0.137,2.1e-05,0.0797,0.217,102.966,181812.0,4.0
0.651,0.76,-3.377,0.054,0.351,0.0,0.151,0.673,96.204,141875.0,4.0
0.742,0.522,-4.111,0.152,0.136,0.0,0.0422,0.751,180.039,174080.0,4.0
0.614,0.682,-4.117,0.102,0.387,0.0,0.134,0.566,100.202,169853.0,4.0
0.611,0.644,-7.607,0.0553,0.124,0.0,0.124,0.13,105.969,221904.0,4.0
0.736,0.678,-5.315,0.138,0.23,1.91e-06,0.237,0.529,157.978,184207.0,4.0
0.633,0.592,-7.245,0.112,0.197,0.0,0.099,0.679,90.066,193511.0,4.0
0.762,0.559,-6.762,0.0529,0.186,0.000229,0.0733,0.291,94.012,158387.0,4.0
0.718,0.621,-4.799,0.0388,0.693,2.07e-05,0.13,0.456,112.104,176439.0,4.0
0.662,0.772,-5.131,0.0656,0.037,0.0,0.335,0.414,103.268,209047.0,4.0
0.754,0.458,-6.852,0.144,0.105,0.0,0.249,0.495,96.011,203650.0,4.0
0.518,0.577,-8.053,0.0621,0.301,0.0,0.0639,0.462,79.253,162925.0,3.0
0.38,0.553,-6.621,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333.0,4.0
0.687,0.865,-5.501,0.0335,0.00821,0.000102,0.156,0.601,94.01,191489.0,4.0
0.551,0.624,-7.837,0.0347,0.0225,0.0,0.365,0.329,144.031,201683.0,4.0
0.647,0.742,-6.217,0.053,0.0477,0.0,0.348,0.232,99.96,191994.0,4.0
0.749,0.747,-6.457,0.121,0.0938,1.17e-05,0.256,0.475,109.063,194960.0,4.0
0.693,0.763,-7.077,0.0299,0.0143,0.0,0.154,0.578,100.985,183564.0,4.0
0.748,0.653,-7.975,0.219,0.209,0.0,0.237,0.394,104.008,184813.0,4.0
0.653,0.708,-5.385,0.0345,0.109,0.0011,0.163,0.347,111.924,167871.0,4.0
0.632,0.647,-8.587,0.0294,0.141,0.104,0.0908,0.221,105.945,193982.0,4.0
0.595,0.662,-6.858,0.0362,0.0178,0.0,0.0804,0.417,96.053,218447.0,4.0
0.426,0.476,-6.64,0.0741,0.185,0.0,0.327,0.169,179.793,232759.0,4.0
0.938,0.549,-4.884,0.067,0.479,3.92e-05,0.101,0.52,115.036,193604.0,4.0
0.56,0.746,-5.098,0.0894,0.151,0.0,0.0834,0.259,140.813,214960.0,4.0
0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,4.0
0.322,0.733,-4.905,0.045,0.223,0.0,0.11,0.585,92.133,191433.0,4.0
0.701,0.771,-5.714,0.0363,0.118,0.00108,0.106,0.227,100.024,192449.0,4.0
0.711,0.747,-6.165,0.061,0.271,0.0,0.328,0.572,100.01,227720.0,4.0
0.791,0.654,-7.109,0.0416,0.126,0.0,0.0839,0.5,97.989,161633.0,4.0
0.564,0.564,-4.839,0.0427,0.1,0.0,0.085,0.288,132.807,209924.0,4.0
0.531,0.63,-5.677,0.0433,0.216,0.0,0.054,0.328,77.353,193742.0,4.0
0.664,0.753,-3.589,0.0323,0.057,0.0,0.088,0.54,118.253,181279.0,4.0
0.574,0.783,-5.625,0.0505,0.00246,7.77e-06,0.128,0.398,176.057,200606.0,4.0
0.622,0.571,-5.338,0.0493,0.0458,0.0,0.122,0.635,81.059,225013.0,4.0
0.432,0.874,-5.558,0.0462,0.0732,6.14e-06,0.371,0.374,103.85,195195.0,4.0
0.531,0.704,-5.958,0.0706,0.165,0.0,0.102,0.549,90.004,217403.0,4.0
0.813,0.715,-6.146,0.115,0.307,4.95e-06,0.147,0.422,110.027,187707.0,4.0
0.707,0.594,-5.753,0.0505,0.131,1.11e-05,0.176,0.591,93.963,212112.0,4.0
0.672,0.755,-3.54,0.11,0.144,0.0,0.502,0.357,91.996,179427.0,4.0
0.849,0.581,-5.243,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,198237.0,4.0
0.689,0.317,-7.631,0.0637,0.83,0.0,0.0982,0.469,90.156,204081.0,4.0
0.65,0.785,-4.039,0.0383,0.225,6.36e-05,0.138,0.475,101.002,197376.0,4.0
0.678,0.819,-3.306,0.0313,0.191,0.0,0.159,0.499,90.004,184248.0,4.0
0.714,0.649,-5.414,0.0746,0.153,0.0,0.15,0.546,102.006,203547.0,4.0
0.602,0.668,-3.674,0.0421,0.318,0.0,0.299,0.449,104.927,205857.0,4.0
0.538,0.595,-7.398,0.112,0.0874,6.48e-06,0.161,0.334,183.736,207333.0,4.0
0.681,0.426,-10.759,0.0936,0.0892,3.65e-06,0.146,0.545,81.02,183779.0,4.0
0.767,0.51,-8.72,0.064,0.0631,0.000566,0.109,0.389,100.02,180982.0,4.0
0.673,0.27,-11.572,0.0452,0.899,0.0,0.155,0.233,112.902,206407.0,4.0
0.741,0.559,-7.775,0.03,0.00728,0.000971,0.21,0.466,101.999,221983.0,4.0
0.659,0.604,-5.084,0.0542,0.0889,0.0,0.105,0.407,126.135,190643.0,4.0
0.859,0.506,-6.07,0.0567,0.367,2.41e-05,0.0969,0.333,74.994,190000.0,4.0
0.728,0.426,-6.69,0.0509,0.0142,0.0,0.0546,0.844,85.908,188174.0,4.0
0.68,0.346,-6.533,0.0302,0.231,0.0,0.26,0.224,95.952,223562.0,4.0
0.631,0.655,-5.482,0.053,0.268,0.0,0.111,0.428,113.934,203314.0,4.0
0.873,0.485,-9.376,0.199,0.0887,1.85e-05,0.109,0.345,92.025,192106.0,4.0
0.682,0.576,-8.55,0.0883,0.492,0.0399,0.0933,0.215,119.015,207600.0,4.0
0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800.0,4.0
0.659,0.716,-5.673,0.111,0.33,0.0,0.173,0.437,148.015,212120.0,4.0
0.744,0.513,-9.492,0.0411,0.102,1.69e-06,0.0894,0.353,139.979,211671.0,4.0
0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,201000.0,4.0
0.513,0.67,-5.616,0.0559,0.25,0.0,0.135,0.48,161.888,190465.0,4.0
0.558,0.818,-4.07,0.0403,0.071,0.0,0.21,0.453,81.034,184507.0,4.0
0.505,0.903,-3.699,0.037,0.0356,0.0,0.127,0.491,88.986,197830.0,4.0
0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867.0,4.0
0.511,0.812,-4.763,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,187760.0,4.0
0.53,0.805,-5.549,0.0397,0.191,0.0,0.0697,0.359,96.926,215013.0,4.0
0.687,0.793,-3.577,0.0333,0.302,3.46e-06,0.1,0.673,100.993,206507.0,4.0
0.536,0.722,-4.163,0.0284,0.312,0.0,0.117,0.499,143.78,203293.0,4.0
0.443,0.831,-5.606,0.0616,0.414,0.0,0.204,0.588,182.064,173960.0,4.0
0.574,0.937,-4.34,0.112,0.0453,0.0,0.242,0.446,103.006,217333.0,4.0
0.681,0.845,-5.147,0.0525,0.0304,0.0,0.197,0.761,132.023,184040.0,4.0
0.651,0.808,-4.731,0.0435,0.054,0.0,0.0482,0.858,100.993,194893.0,4.0
0.477,0.848,-5.419,0.0558,0.286,4.77e-05,0.673,0.33,161.014,170200.0,4.0
0.735,0.768,-4.481,0.0353,0.0197,0.0,0.0643,0.83,104.991,217840.0,4.0
0.608,0.463,-9.667,0.0274,0.166,0.0146,0.0975,0.484,142.703,210133.0,4.0
0.574,0.878,-5.135,0.0625,0.134,0.0,0.354,0.777,152.053,182053.0,4.0
0.576,0.894,-3.607,0.0647,0.024,0.0,0.167,0.811,158.051,186576.0,4.0
0.584,0.621,-5.703,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,178253.0,4.0
0.458,0.976,-3.791,0.0459,0.00182,0.0,0.193,0.76,154.007,218867.0,4.0
0.725,0.438,-9.602,0.0575,0.593,0.0,0.0842,0.76,83.984,184080.0,4.0
0.48,0.887,-4.452,0.0481,0.138,0.0,0.127,0.482,169.937,222333.0,4.0
0.446,0.759,-5.053,0.0331,0.0636,0.0,0.098,0.56,170.17,172102.0,4.0
0.557,0.807,-5.428,0.0825,0.189,0.0,0.234,0.578,81.045,171493.0,4.0
0.434,0.921,-2.248,0.0688,0.0207,0.00209,0.116,0.426,171.945,195307.0,4.0
0.591,0.577,-6.107,0.0331,0.0159,0.0,0.162,0.502,156.107,185474.0,4.0
0.557,0.823,-4.56,0.054,0.154,0.0,0.355,0.388,159.962,210618.0,4.0
0.735,0.831,-5.898,0.0332,0.00166,0.217,0.291,0.756,123.017,216800.0,4.0
0.567,0.839,-4.048,0.0698,0.0489,0.0,0.103,0.903,160.062,194507.0,4.0
0.613,0.667,-6.874,0.029,0.356,1.29e-05,0.111,0.481,130.023,220413.0,4.0
0.555,0.931,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085,220907.0,4.0
0.559,0.766,-5.056,0.0295,0.0107,6.98e-05,0.194,0.723,145.26,203053.0,4.0
0.547,0.878,-4.224,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,230587.0,4.0
0.599,0.807,-4.679,0.0402,0.202,0.0,0.196,0.812,172.017,167427.0,4.0
0.543,0.837,-6.448,0.0608,0.117,0.0,0.0872,0.506,168.056,186080.0,4.0
0.661,0.751,-2.909,0.0481,0.0571,0.0,0.105,0.875,109.995,190187.0,4.0
0.523,0.954,-3.051,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120.0,4.0
0.558,0.719,-5.603,0.0419,0.101,0.0,0.212,0.483,158.031,243707.0,4.0
0.586,0.927,-3.014,0.0547,0.0164,7.24e-06,0.153,0.549,111.977,208864.0,4.0
0.497,0.927,-4.52,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013.0,4.0
0.645,0.904,-4.532,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560.0,4.0
0.557,0.737,-5.75,0.0476,0.0142,0.0,0.314,0.817,158.05,204187.0,4.0
0.545,0.818,-6.38,0.0541,0.0369,0.0,0.101,0.679,109.019,225067.0,3.0
0.455,0.897,-4.879,0.0403,0.0183,0.0,0.174,0.728,160.139,212067.0,4.0
0.626,0.707,-5.755,0.0425,0.0169,0.0,0.0772,0.653,88.543,187813.0,4.0
0.597,0.721,-6.422,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293.0,4.0
0.584,0.716,-4.737,0.0342,0.00733,0.0,0.0879,0.525,90.005,171067.0,4.0
0.488,0.637,-7.63,0.0401,0.265,0.0,0.106,0.23,88.865,208720.0,4.0
0.479,0.86,-4.318,0.0347,0.00566,0.0,0.168,0.743,80.018,178027.0,4.0
0.641,0.794,-5.586,0.0668,0.465,0.0,0.269,0.784,95.032,173613.0,4.0
0.622,0.745,-5.674,0.0262,0.0166,0.000875,0.292,0.59,91.0,194240.0,4.0
0.638,0.634,-6.474,0.0468,0.214,0.0,0.0866,0.473,92.097,196422.0,4.0
0.512,0.587,-6.403,0.0291,0.0179,0.0,0.107,0.313,134.006,187342.0,4.0
0.586,0.92,-3.749,0.064,0.0241,6.32e-06,0.173,0.639,100.023,211960.0,4.0
0.483,0.303,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,240166.0,3.0
0.651,0.812,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733.0,4.0
0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741.0,4.0
0.818,0.67,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382.0,4.0
0.705,0.609,-4.897,0.0307,0.0257,0.0,0.0846,0.476,115.474,196853.0,4.0
0.734,0.87,-4.16,0.167,0.105,2.65e-06,0.0579,0.944,158.124,162720.0,4.0
0.579,0.904,-4.45,0.15,0.00687,0.0,0.0649,0.713,175.316,187853.0,4.0
0.734,0.87,-4.16,0.167,0.105,2.65e-06,0.0579,0.944,158.124,162720.0,4.0
0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153.0,4.0
0.795,0.616,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,190453.0,4.0
0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707.0,4.0
0.667,0.613,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024,194453.0,4.0
0.443,0.533,-6.548,0.0396,0.371,0.0,0.128,0.201,77.344,223044.0,4.0
0.555,0.662,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128,208733.0,4.0
0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,4.0
0.491,0.588,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600.0,4.0
0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,4.0
0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360.0,4.0
0.653,0.677,-12.244,0.0396,0.249,0.0,0.403,0.888,114.37,216533.0,4.0
0.661,0.151,-12.864,0.0354,0.921,0.0,0.13,0.23,94.922,235467.0,4.0
0.598,0.504,-9.874,0.0731,0.186,0.000221,0.34,0.252,163.954,203507.0,4.0
0.567,0.789,-5.986,0.115,0.0156,0.0,0.382,0.438,163.96,207133.0,4.0
0.719,0.469,-8.792,0.0533,0.0329,0.0,0.169,0.0851,120.085,230373.0,4.0
0.624,0.691,-6.686,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507.0,4.0
0.675,0.703,-7.902,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320.0,4.0
0.562,0.689,-6.745,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627.0,4.0
0.696,0.602,-6.156,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253.0,4.0
0.8,0.535,-6.684,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680.0,4.0
0.574,0.61,-7.283,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907.0,4.0
0.649,0.589,-6.237,0.0558,0.00845,0.0,0.108,0.151,159.073,244827.0,4.0
0.615,0.534,-6.719,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,4.0
0.75,0.404,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253.0,4.0
0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,4.0
0.588,0.868,-4.904,0.0384,0.0351,0.0,0.118,0.559,92.021,183871.0,4.0
0.556,0.892,-2.841,0.0525,0.049,0.00053,0.0943,0.264,101.069,211160.0,4.0
0.533,0.806,-5.252,0.0384,0.00668,0.0,0.0346,0.652,142.095,197053.0,4.0
0.341,0.576,-7.142,0.0559,0.00732,0.0,0.142,0.336,147.913,195667.0,4.0
0.604,0.711,-5.018,0.0397,0.00739,1.17e-06,0.13,0.882,140.058,202907.0,4.0
0.336,0.824,-4.653,0.253,0.00752,0.0,0.322,0.783,168.08,214680.0,4.0
0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,231400.0,4.0
0.643,0.709,-4.343,0.0733,0.145,0.000449,0.115,0.264,129.961,227088.0,4.0
0.623,0.493,-7.727,0.0338,0.0632,0.0,0.104,0.594,81.019,223847.0,4.0
0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,195707.0,4.0
0.799,0.597,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849.0,4.0
0.664,0.738,-4.095,0.0338,0.188,5.75e-05,0.135,0.203,119.973,193962.0,4.0
0.767,0.671,-6.416,0.142,0.21,1.12e-05,0.129,0.474,128.072,211859.0,4.0
0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,197993.0,4.0
0.587,0.299,-7.365,0.0263,0.779,0.0,0.123,0.356,94.992,259550.0,3.0
0.695,0.632,-6.922,0.261,0.0264,0.0,0.252,0.86,143.794,203760.0,4.0
0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0,4.0
0.455,0.88,-5.041,0.0587,0.00977,0.0,0.223,0.791,181.987,199027.0,4.0
0.552,0.842,-4.828,0.0927,0.252,7.22e-05,0.121,0.421,171.983,210784.0,4.0
0.494,0.796,-3.968,0.0738,0.381,0.0,0.0918,0.646,159.926,211427.0,4.0
0.658,0.623,-6.934,0.0398,0.0683,0.0,0.321,0.207,100.436,250747.0,4.0
0.739,0.448,-10.28,0.138,0.189,0.0,0.118,0.553,81.044,206533.0,4.0
0.83,0.585,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600.0,4.0
0.783,0.584,-6.572,0.0409,0.0109,2.91e-06,0.108,0.632,120.031,193467.0,4.0
0.926,0.916,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853.0,4.0
0.788,0.753,-3.71,0.0536,0.0038,0.0,0.18,0.403,125.005,234653.0,4.0
0.906,0.583,-7.721,0.317,0.0569,0.0,0.126,0.829,129.056,292373.0,4.0
0.556,0.651,-4.396,0.0266,0.067,0.0,0.145,0.203,95.485,294333.0,4.0
